"REF_DATE","GEO","DGUID","Household income","Energy type","Energy consumption","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Canada","2016A000011124","$60,000 to $79,999","Heating oil","Proportion of total energy","Percent","239","units","0","v101904584","1.4.4.3","6.0","","","","1"
"2013","Canada","2016A000011124","$60,000 to $79,999","Heating oil","Number of households","Number","223","units","0","v101904585","1.4.4.4","119727","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904586","1.5.1.1","118190580","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904587","1.5.1.2","96.6","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Total, all energy types","Number of households","Number","223","units","0","v101904588","1.5.1.4","1223139","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Electricity","Gigajoules","Gigajoules","143","units","0","v101904589","1.5.2.1","54532404","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904590","1.5.2.2","44.6","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Electricity","Proportion of total energy","Percent","239","units","0","v101904591","1.5.2.3","46.1","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Electricity","Number of households","Number","223","units","0","v101904592","1.5.2.4","1223139","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904593","1.5.3.1","57499943","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904594","1.5.3.2","83.4","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Natural gas","Proportion of total energy","Percent","239","units","0","v101904595","1.5.3.3","48.7","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Natural gas","Number of households","Number","223","units","0","v101904596","1.5.3.4","689193","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904597","1.5.4.1","6158232","","","","0"
"2013","Canada","2016A000011124","$80,000 to $99,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904598","1.5.4.2","71.0","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Heating oil","Proportion of total energy","Percent","239","units","0","v101904599","1.5.4.3","5.2","","","","1"
"2013","Canada","2016A000011124","$80,000 to $99,999","Heating oil","Number of households","Number","223","units","0","v101904600","1.5.4.4","86751","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904601","1.6.1.1","253520776","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904602","1.6.1.2","113.0","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Total, all energy types","Number of households","Number","223","units","0","v101904603","1.6.1.4","2243324","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Electricity","Gigajoules","Gigajoules","143","units","0","v101904604","1.6.2.1","115544215","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904605","1.6.2.2","51.5","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Electricity","Proportion of total energy","Percent","239","units","0","v101904606","1.6.2.3","45.6","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Electricity","Number of households","Number","223","units","0","v101904607","1.6.2.4","2243324","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904608","1.6.3.1","131349287","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904609","1.6.3.2","98.6","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Natural gas","Proportion of total energy","Percent","239","units","0","v101904610","1.6.3.3","51.8","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Natural gas","Number of households","Number","223","units","0","v101904611","1.6.3.4","1332336","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904612","1.6.4.1","6627274","","","","0"
"2013","Canada","2016A000011124","$100,000 to $149,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904613","1.6.4.2","75.8","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Heating oil","Proportion of total energy","Percent","239","units","0","v101904614","1.6.4.3","2.6","","","","1"
"2013","Canada","2016A000011124","$100,000 to $149,999","Heating oil","Number of households","Number","223","units","0","v101904615","1.6.4.4","87477","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904616","1.7.1.1","221389636","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904617","1.7.1.2","140.6","","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Total, all energy types","Number of households","Number","223","units","0","v101904618","1.7.1.4","1574231","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Electricity","Gigajoules","Gigajoules","143","units","0","v101904619","1.7.2.1","83190567","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904620","1.7.2.2","52.8","","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Electricity","Proportion of total energy","Percent","239","units","0","v101904621","1.7.2.3","37.6","","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Electricity","Number of households","Number","223","units","0","v101904622","1.7.2.4","1574231","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904623","1.7.3.1","130386611","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904624","1.7.3.2","116.0","","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Natural gas","Proportion of total energy","Percent","239","units","0","v101904625","1.7.3.3","58.9","","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Natural gas","Number of households","Number","223","units","0","v101904626","1.7.3.4","1123971","","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904627","1.7.4.1","7812458","E","","","0"
"2013","Canada","2016A000011124","$150,000 and more","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904628","1.7.4.2","84.0","","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Heating oil","Proportion of total energy","Percent","239","units","0","v101904629","1.7.4.3","3.5","E","","","1"
"2013","Canada","2016A000011124","$150,000 and more","Heating oil","Number of households","Number","223","units","0","v101904630","1.7.4.4","93016","","","","0"
"2013","Canada","2016A000011124","Income not stated","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v101904631","1.8.1.1","223842369","","","","0"
"2013","Canada","2016A000011124","Income not stated","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v101904632","1.8.1.2","102.2","","","","1"
"2013","Canada","2016A000011124","Income not stated","Total, all energy types","Number of households","Number","223","units","0","v101904633","1.8.1.4","2189508","","","","0"
"2013","Canada","2016A000011124","Income not stated","Electricity","Gigajoules","Gigajoules","143","units","0","v101904634","1.8.2.1","88257196","","","","0"
"2013","Canada","2016A000011124","Income not stated","Electricity","Gigajoules per household","Gigajoules","143","units","0","v101904635","1.8.2.2","40.3","","","","1"
"2013","Canada","2016A000011124","Income not stated","Electricity","Proportion of total energy","Percent","239","units","0","v101904636","1.8.2.3","39.4","","","","1"
"2013","Canada","2016A000011124","Income not stated","Electricity","Number of households","Number","223","units","0","v101904637","1.8.2.4","2189508","","","","0"
"2013","Canada","2016A000011124","Income not stated","Natural gas","Gigajoules","Gigajoules","143","units","0","v101904638","1.8.3.1","124890186","","","","0"
"2013","Canada","2016A000011124","Income not stated","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v101904639","1.8.3.2","96.5","","","","1"
"2013","Canada","2016A000011124","Income not stated","Natural gas","Proportion of total energy","Percent","239","units","0","v101904640","1.8.3.3","55.8","","","","1"
"2013","Canada","2016A000011124","Income not stated","Natural gas","Number of households","Number","223","units","0","v101904641","1.8.3.4","1293590","","","","0"
"2013","Canada","2016A000011124","Income not stated","Heating oil","Gigajoules","Gigajoules","143","units","0","v101904642","1.8.4.1","10694987","","","","0"
"2013","Canada","2016A000011124","Income not stated","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v101904643","1.8.4.2","74.8","","","","1"
"2013","Canada","2016A000011124","Income not stated","Heating oil","Proportion of total energy","Percent","239","units","0","v101904644","1.8.4.3","4.8","","","","1"
"2013","Canada","2016A000011124","Income not stated","Heating oil","Number of households","Number","223","units","0","v101904645","1.8.4.4","143017","","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105819982","2.1.1.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105819983","2.1.1.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Total, all energy types","Number of households","Number","223","units","0","v105819985","2.1.1.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Electricity","Gigajoules","Gigajoules","143","units","0","v105819986","2.1.2.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105819987","2.1.2.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Electricity","Proportion of total energy","Percent","239","units","0","v105819988","2.1.2.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Electricity","Number of households","Number","223","units","0","v105819989","2.1.2.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Natural gas","Gigajoules","Gigajoules","143","units","0","v105819990","2.1.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105819991","2.1.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Natural gas","Proportion of total energy","Percent","239","units","0","v105819992","2.1.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Natural gas","Number of households","Number","223","units","0","v105819993","2.1.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Heating oil","Gigajoules","Gigajoules","143","units","0","v105819994","2.1.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105819995","2.1.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Heating oil","Proportion of total energy","Percent","239","units","0","v105819996","2.1.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Under $20,000 (includes income loss)","Heating oil","Number of households","Number","223","units","0","v105819997","2.1.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105819998","2.2.1.1","2514875","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105819999","2.2.1.2","75.6","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Total, all energy types","Number of households","Number","223","units","0","v105820001","2.2.1.4","33245","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820002","2.2.2.1","1922132","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820003","2.2.2.2","57.8","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820004","2.2.2.3","76.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Electricity","Number of households","Number","223","units","0","v105820005","2.2.2.4","33245","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820006","2.2.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820007","2.2.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820008","2.2.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Natural gas","Number of households","Number","223","units","0","v105820009","2.2.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820010","2.2.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820011","2.2.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820012","2.2.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$20,000 to $39,999","Heating oil","Number of households","Number","223","units","0","v105820013","2.2.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820014","2.3.1.1","2027111","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820015","2.3.1.2","69.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Total, all energy types","Number of households","Number","223","units","0","v105820017","2.3.1.4","29230","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820018","2.3.2.1","1759058","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820019","2.3.2.2","60.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820020","2.3.2.3","86.8","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Electricity","Number of households","Number","223","units","0","v105820021","2.3.2.4","29230","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820022","2.3.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820023","2.3.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820024","2.3.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Natural gas","Number of households","Number","223","units","0","v105820025","2.3.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820026","2.3.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820027","2.3.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820028","2.3.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$40,000 to $59,999","Heating oil","Number of households","Number","223","units","0","v105820029","2.3.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820030","2.4.1.1","2066610","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820031","2.4.1.2","84.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Total, all energy types","Number of households","Number","223","units","0","v105820033","2.4.1.4","24543","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820034","2.4.2.1","1330369","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820035","2.4.2.2","54.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820036","2.4.2.3","64.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Electricity","Number of households","Number","223","units","0","v105820037","2.4.2.4","24543","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820038","2.4.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820039","2.4.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820040","2.4.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Natural gas","Number of households","Number","223","units","0","v105820041","2.4.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820042","2.4.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820043","2.4.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820044","2.4.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$60,000 to $79,999","Heating oil","Number of households","Number","223","units","0","v105820045","2.4.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820046","2.5.1.1","1289507","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820047","2.5.1.2","81.5","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Total, all energy types","Number of households","Number","223","units","0","v105820049","2.5.1.4","15813","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820050","2.5.2.1","993035","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820051","2.5.2.2","62.8","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820052","2.5.2.3","77.0","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Electricity","Number of households","Number","223","units","0","v105820053","2.5.2.4","15813","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820054","2.5.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820055","2.5.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820056","2.5.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Natural gas","Number of households","Number","223","units","0","v105820057","2.5.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820058","2.5.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820059","2.5.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820060","2.5.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$80,000 to $99,999","Heating oil","Number of households","Number","223","units","0","v105820061","2.5.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820062","2.6.1.1","2789649","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820063","2.6.1.2","89.8","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Total, all energy types","Number of households","Number","223","units","0","v105820065","2.6.1.4","31054","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820066","2.6.2.1","2060913","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820067","2.6.2.2","66.4","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820068","2.6.2.3","73.9","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Electricity","Number of households","Number","223","units","0","v105820069","2.6.2.4","31054","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820070","2.6.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820071","2.6.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820072","2.6.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Natural gas","Number of households","Number","223","units","0","v105820073","2.6.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820074","2.6.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820075","2.6.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820076","2.6.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$100,000 to $149,999","Heating oil","Number of households","Number","223","units","0","v105820077","2.6.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820078","2.7.1.1","3195319","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820079","2.7.1.2","122.5","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Total, all energy types","Number of households","Number","223","units","0","v105820081","2.7.1.4","26094","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Electricity","Gigajoules","Gigajoules","143","units","0","v105820082","2.7.2.1","2598785","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820083","2.7.2.2","99.6","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Electricity","Proportion of total energy","Percent","239","units","0","v105820084","2.7.2.3","81.3","","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Electricity","Number of households","Number","223","units","0","v105820085","2.7.2.4","26094","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820086","2.7.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820087","2.7.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Natural gas","Proportion of total energy","Percent","239","units","0","v105820088","2.7.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Natural gas","Number of households","Number","223","units","0","v105820089","2.7.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820090","2.7.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820091","2.7.4.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Heating oil","Proportion of total energy","Percent","239","units","0","v105820092","2.7.4.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","$150,000 and more","Heating oil","Number of households","Number","223","units","0","v105820093","2.7.4.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820094","2.8.1.1","3930741","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820095","2.8.1.2","82.8","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Total, all energy types","Number of households","Number","223","units","0","v105820097","2.8.1.4","47457","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Electricity","Gigajoules","Gigajoules","143","units","0","v105820098","2.8.2.1","3046013","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820099","2.8.2.2","64.2","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Electricity","Proportion of total energy","Percent","239","units","0","v105820100","2.8.2.3","77.5","","","","1"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Electricity","Number of households","Number","223","units","0","v105820101","2.8.2.4","47457","E","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820102","2.8.3.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820103","2.8.3.2","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Natural gas","Proportion of total energy","Percent","239","units","0","v105820104","2.8.3.3","","F","","","1"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Natural gas","Number of households","Number","223","units","0","v105820105","2.8.3.4","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820106","2.8.4.1","","F","","","0"
"2013","Newfoundland and Labrador","2016A000210","Income not stated","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820107","2.8.4.2","","F","","","1"
