"REF_DATE","GEO","DGUID","Household income","Energy type","Energy consumption","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820750","8.1.1.1","","F","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820751","8.1.1.2","73.9","","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Total, all energy types","Number of households","Number","223","units","0","v105820753","8.1.1.4","33328","E","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Electricity","Gigajoules","Gigajoules","143","units","0","v105820754","8.1.2.1","1269850","E","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820755","8.1.2.2","38.1","E","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Electricity","Proportion of total energy","Percent","239","units","0","v105820756","8.1.2.3","","F","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Electricity","Number of households","Number","223","units","0","v105820757","8.1.2.4","33328","E","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820758","8.1.3.1","","F","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820759","8.1.3.2","","F","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Natural gas","Proportion of total energy","Percent","239","units","0","v105820760","8.1.3.3","","F","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Natural gas","Number of households","Number","223","units","0","v105820761","8.1.3.4","","F","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820762","8.1.4.1","","F","","","0"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820763","8.1.4.2","","F","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Heating oil","Proportion of total energy","Percent","239","units","0","v105820764","8.1.4.3","","F","","","1"
"2013","Manitoba","2016A000246","Under $20,000 (includes income loss)","Heating oil","Number of households","Number","223","units","0","v105820765","8.1.4.4","","F","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820766","8.2.1.1","9368405","","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820767","8.2.1.2","99.0","","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Total, all energy types","Number of households","Number","223","units","0","v105820769","8.2.1.4","94661","","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820770","8.2.2.1","5083615","E","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820771","8.2.2.2","53.7","","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820772","8.2.2.3","54.3","","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Electricity","Number of households","Number","223","units","0","v105820773","8.2.2.4","94661","","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820774","8.2.3.1","4281681","E","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820775","8.2.3.2","83.1","","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820776","8.2.3.3","45.7","","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Natural gas","Number of households","Number","223","units","0","v105820777","8.2.3.4","51541","E","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820778","8.2.4.1","","F","","","0"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820779","8.2.4.2","","F","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820780","8.2.4.3","","F","","","1"
"2013","Manitoba","2016A000246","$20,000 to $39,999","Heating oil","Number of households","Number","223","units","0","v105820781","8.2.4.4","","F","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820782","8.3.1.1","7633982","E","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820783","8.3.1.2","108.2","","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Total, all energy types","Number of households","Number","223","units","0","v105820785","8.3.1.4","70577","","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820786","8.3.2.1","4482086","E","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820787","8.3.2.2","63.5","","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820788","8.3.2.3","58.7","","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Electricity","Number of households","Number","223","units","0","v105820789","8.3.2.4","70577","","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820790","8.3.3.1","3151896","E","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820791","8.3.3.2","81.4","","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820792","8.3.3.3","41.3","","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Natural gas","Number of households","Number","223","units","0","v105820793","8.3.3.4","38703","E","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820794","8.3.4.1","","F","","","0"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820795","8.3.4.2","","F","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820796","8.3.4.3","","F","","","1"
"2013","Manitoba","2016A000246","$40,000 to $59,999","Heating oil","Number of households","Number","223","units","0","v105820797","8.3.4.4","","F","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820798","8.4.1.1","7613813","","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820799","8.4.1.2","118.2","","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Total, all energy types","Number of households","Number","223","units","0","v105820801","8.4.1.4","64403","","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820802","8.4.2.1","3884496","E","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820803","8.4.2.2","60.3","","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820804","8.4.2.3","51.0","","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Electricity","Number of households","Number","223","units","0","v105820805","8.4.2.4","64403","","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820806","8.4.3.1","3729316","E","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820807","8.4.3.2","82.8","","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820808","8.4.3.3","49.0","","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Natural gas","Number of households","Number","223","units","0","v105820809","8.4.3.4","45061","E","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820810","8.4.4.1","","F","","","0"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820811","8.4.4.2","","F","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820812","8.4.4.3","","F","","","1"
"2013","Manitoba","2016A000246","$60,000 to $79,999","Heating oil","Number of households","Number","223","units","0","v105820813","8.4.4.4","","F","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820814","8.5.1.1","5205283","E","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820815","8.5.1.2","142.7","E","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Total, all energy types","Number of households","Number","223","units","0","v105820817","8.5.1.4","36483","E","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820818","8.5.2.1","2330007","E","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820819","8.5.2.2","63.9","","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820820","8.5.2.3","44.8","","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Electricity","Number of households","Number","223","units","0","v105820821","8.5.2.4","36483","E","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820822","8.5.3.1","2875276","E","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820823","8.5.3.2","103.4","E","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820824","8.5.3.3","55.2","","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Natural gas","Number of households","Number","223","units","0","v105820825","8.5.3.4","27807","E","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820826","8.5.4.1","","F","","","0"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820827","8.5.4.2","","F","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820828","8.5.4.3","","F","","","1"
"2013","Manitoba","2016A000246","$80,000 to $99,999","Heating oil","Number of households","Number","223","units","0","v105820829","8.5.4.4","","F","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820830","8.6.1.1","7322726","E","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820831","8.6.1.2","133.2","","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Total, all energy types","Number of households","Number","223","units","0","v105820833","8.6.1.4","54962","","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820834","8.6.2.1","3915932","E","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820835","8.6.2.2","71.2","","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820836","8.6.2.3","53.5","","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Electricity","Number of households","Number","223","units","0","v105820837","8.6.2.4","54962","","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820838","8.6.3.1","3406794","E","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820839","8.6.3.2","90.3","","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820840","8.6.3.3","46.5","","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Natural gas","Number of households","Number","223","units","0","v105820841","8.6.3.4","37707","E","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820842","8.6.4.1","","F","","","0"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820843","8.6.4.2","","F","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820844","8.6.4.3","","F","","","1"
"2013","Manitoba","2016A000246","$100,000 to $149,999","Heating oil","Number of households","Number","223","units","0","v105820845","8.6.4.4","","F","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820846","8.7.1.1","7565894","E","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820847","8.7.1.2","156.6","","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Total, all energy types","Number of households","Number","223","units","0","v105820849","8.7.1.4","48327","E","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Electricity","Gigajoules","Gigajoules","143","units","0","v105820850","8.7.2.1","3225962","E","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820851","8.7.2.2","66.8","","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Electricity","Proportion of total energy","Percent","239","units","0","v105820852","8.7.2.3","42.6","","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Electricity","Number of households","Number","223","units","0","v105820853","8.7.2.4","48327","E","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820854","8.7.3.1","4339933","E","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820855","8.7.3.2","105.5","E","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Natural gas","Proportion of total energy","Percent","239","units","0","v105820856","8.7.3.3","57.4","","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Natural gas","Number of households","Number","223","units","0","v105820857","8.7.3.4","41153","E","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820858","8.7.4.1","","F","","","0"
"2013","Manitoba","2016A000246","$150,000 and more","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820859","8.7.4.2","","F","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Heating oil","Proportion of total energy","Percent","239","units","0","v105820860","8.7.4.3","","F","","","1"
"2013","Manitoba","2016A000246","$150,000 and more","Heating oil","Number of households","Number","223","units","0","v105820861","8.7.4.4","","F","","","0"
"2013","Manitoba","2016A000246","Income not stated","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820862","8.8.1.1","9582080","","","","0"
"2013","Manitoba","2016A000246","Income not stated","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820863","8.8.1.2","120.9","","","","1"
"2013","Manitoba","2016A000246","Income not stated","Total, all energy types","Number of households","Number","223","units","0","v105820865","8.8.1.4","79280","","","","0"
"2013","Manitoba","2016A000246","Income not stated","Electricity","Gigajoules","Gigajoules","143","units","0","v105820866","8.8.2.1","4880893","E","","","0"
"2013","Manitoba","2016A000246","Income not stated","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820867","8.8.2.2","61.6","","","","1"
"2013","Manitoba","2016A000246","Income not stated","Electricity","Proportion of total energy","Percent","239","units","0","v105820868","8.8.2.3","50.9","","","","1"
"2013","Manitoba","2016A000246","Income not stated","Electricity","Number of households","Number","223","units","0","v105820869","8.8.2.4","79280","","","","0"
"2013","Manitoba","2016A000246","Income not stated","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820870","8.8.3.1","4701187","E","","","0"
"2013","Manitoba","2016A000246","Income not stated","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820871","8.8.3.2","95.8","","","","1"
"2013","Manitoba","2016A000246","Income not stated","Natural gas","Proportion of total energy","Percent","239","units","0","v105820872","8.8.3.3","49.1","","","","1"
"2013","Manitoba","2016A000246","Income not stated","Natural gas","Number of households","Number","223","units","0","v105820873","8.8.3.4","49052","E","","","0"
"2013","Manitoba","2016A000246","Income not stated","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820874","8.8.4.1","","F","","","0"
"2013","Manitoba","2016A000246","Income not stated","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820875","8.8.4.2","","F","","","1"
"2013","Manitoba","2016A000246","Income not stated","Heating oil","Proportion of total energy","Percent","239","units","0","v105820876","8.8.4.3","","F","","","1"
"2013","Manitoba","2016A000246","Income not stated","Heating oil","Number of households","Number","223","units","0","v105820877","8.8.4.4","","F","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820878","9.1.1.1","1978198","E","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820879","9.1.1.2","95.5","E","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Total, all energy types","Number of households","Number","223","units","0","v105820881","9.1.1.4","20706","E","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Electricity","Gigajoules","Gigajoules","143","units","0","v105820882","9.1.2.1","418163","E","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820883","9.1.2.2","20.2","E","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Electricity","Proportion of total energy","Percent","239","units","0","v105820884","9.1.2.3","21.1","","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Electricity","Number of households","Number","223","units","0","v105820885","9.1.2.4","20706","E","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820886","9.1.3.1","1560035","E","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820887","9.1.3.2","109.4","","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Natural gas","Proportion of total energy","Percent","239","units","0","v105820888","9.1.3.3","78.9","","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Natural gas","Number of households","Number","223","units","0","v105820889","9.1.3.4","14259","E","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820890","9.1.4.1","","F","","","0"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820891","9.1.4.2","","F","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Heating oil","Proportion of total energy","Percent","239","units","0","v105820892","9.1.4.3","","F","","","1"
"2013","Saskatchewan","2016A000247","Under $20,000 (includes income loss)","Heating oil","Number of households","Number","223","units","0","v105820893","9.1.4.4","","F","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820894","9.2.1.1","5458528","E","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820895","9.2.1.2","95.9","","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Total, all energy types","Number of households","Number","223","units","0","v105820897","9.2.1.4","56912","E","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820898","9.2.2.1","1274035","E","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820899","9.2.2.2","22.4","","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820900","9.2.2.3","23.3","","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Electricity","Number of households","Number","223","units","0","v105820901","9.2.2.4","56912","E","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820902","9.2.3.1","4184493","E","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820903","9.2.3.2","83.2","","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820904","9.2.3.3","76.7","","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Natural gas","Number of households","Number","223","units","0","v105820905","9.2.3.4","50273","E","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820906","9.2.4.1","","F","","","0"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820907","9.2.4.2","","F","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820908","9.2.4.3","","F","","","1"
"2013","Saskatchewan","2016A000247","$20,000 to $39,999","Heating oil","Number of households","Number","223","units","0","v105820909","9.2.4.4","","F","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820910","9.3.1.1","5122521","E","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820911","9.3.1.2","116.7","","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Total, all energy types","Number of households","Number","223","units","0","v105820913","9.3.1.4","43886","E","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820914","9.3.2.1","1174577","E","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820915","9.3.2.2","26.8","","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820916","9.3.2.3","22.9","","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Electricity","Number of households","Number","223","units","0","v105820917","9.3.2.4","43886","E","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820918","9.3.3.1","3947944","E","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820919","9.3.3.2","104.6","","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820920","9.3.3.3","77.1","","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Natural gas","Number of households","Number","223","units","0","v105820921","9.3.3.4","37749","E","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820922","9.3.4.1","","F","","","0"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820923","9.3.4.2","","F","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820924","9.3.4.3","","F","","","1"
"2013","Saskatchewan","2016A000247","$40,000 to $59,999","Heating oil","Number of households","Number","223","units","0","v105820925","9.3.4.4","","F","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820926","9.4.1.1","1989740","E","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820927","9.4.1.2","90.6","","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Total, all energy types","Number of households","Number","223","units","0","v105820929","9.4.1.4","21956","E","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820930","9.4.2.1","617460","E","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Electricity","Gigajoules per household","Gigajoules","143","units","0","v105820931","9.4.2.2","28.1","E","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Electricity","Proportion of total energy","Percent","239","units","0","v105820932","9.4.2.3","31.0","E","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Electricity","Number of households","Number","223","units","0","v105820933","9.4.2.4","21956","E","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Natural gas","Gigajoules","Gigajoules","143","units","0","v105820934","9.4.3.1","1372280","E","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Natural gas","Gigajoules per household","Gigajoules","143","units","0","v105820935","9.4.3.2","76.3","","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Natural gas","Proportion of total energy","Percent","239","units","0","v105820936","9.4.3.3","69.0","","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Natural gas","Number of households","Number","223","units","0","v105820937","9.4.3.4","17984","E","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Heating oil","Gigajoules","Gigajoules","143","units","0","v105820938","9.4.4.1","","F","","","0"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Heating oil","Gigajoules per household","Gigajoules","143","units","0","v105820939","9.4.4.2","","F","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Heating oil","Proportion of total energy","Percent","239","units","0","v105820940","9.4.4.3","","F","","","1"
"2013","Saskatchewan","2016A000247","$60,000 to $79,999","Heating oil","Number of households","Number","223","units","0","v105820941","9.4.4.4","","F","","","0"
"2013","Saskatchewan","2016A000247","$80,000 to $99,999","Total, all energy types","Gigajoules","Gigajoules","143","units","0","v105820942","9.5.1.1","4078398","E","","","0"
"2013","Saskatchewan","2016A000247","$80,000 to $99,999","Total, all energy types","Gigajoules per household","Gigajoules","143","units","0","v105820943","9.5.1.2","123.0","","","","1"
"2013","Saskatchewan","2016A000247","$80,000 to $99,999","Total, all energy types","Number of households","Number","223","units","0","v105820945","9.5.1.4","33167","E","","","0"
"2013","Saskatchewan","2016A000247","$80,000 to $99,999","Electricity","Gigajoules","Gigajoules","143","units","0","v105820946","9.5.2.1","1105368","E","","","0"
